Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
1.0,0.8555555555555555,0.8253968253968254,1.0,0.8191489361702128,0.8524590163934426,1.0,0.8369565217391304,0.8387096774193549
1.0,0.918918918918919,0.9761904761904762,1.0,0.9444444444444444,0.9111111111111111,1.0,0.9315068493150684,0.9425287356321839
1.0,0.8301886792452831,0.8648648648648649,1.0,0.8461538461538461,0.8,1.0,0.8380952380952382,0.8311688311688312
1.0,0.8285714285714286,0.9090909090909091,1.0,0.7945205479452054,0.8333333333333334,1.0,0.8111888111888111,0.8695652173913043
1.0,0.9555555555555556,0.6774193548387096,1.0,0.945054945054945,0.7777777777777778,1.0,0.9502762430939227,0.7241379310344828
1.0,0.8108108108108109,0.7916666666666666,1.0,0.8181818181818182,0.8636363636363636,1.0,0.8144796380090498,0.8260869565217391
1.0,0.7605633802816901,0.8823529411764706,1.0,0.8059701492537313,0.8490566037735849,1.0,0.782608695652174,0.8653846153846154
1.0,0.6862745098039216,0.8928571428571429,1.0,0.7142857142857143,0.8064516129032258,1.0,0.7000000000000001,0.8474576271186439
1.0,0.8,0.7551020408163265,1.0,0.7272727272727273,0.8409090909090909,1.0,0.761904761904762,0.7956989247311828
1.0,0.7878787878787878,0.7543859649122807,1.0,0.7323943661971831,0.8269230769230769,1.0,0.7591240875912407,0.7889908256880734
1.0,0.891566265060241,0.8571428571428571,1.0,0.9024390243902439,0.8108108108108109,1.0,0.896969696969697,0.8333333333333334
1.0,0.8671875,0.9,1.0,0.925,0.8181818181818182,1.0,0.8951612903225807,0.8571428571428572
1.0,0.8818897637795275,0.9382716049382716,1.0,0.9032258064516129,0.8837209302325582,1.0,0.8924302788844621,0.9101796407185628
1.0,0.8252427184466019,0.8166666666666667,1.0,0.8252427184466019,0.875,1.0,0.8252427184466019,0.8448275862068966
0.96,0.8316831683168316,0.88,0.96,0.875,0.8918918918918919,0.96,0.8527918781725888,0.8859060402684563
1.0,0.9090909090909091,1.0,1.0,0.9523809523809523,0.8461538461538461,1.0,0.9302325581395349,0.9166666666666666
1.0,0.8243243243243243,0.8787878787878788,1.0,0.8714285714285714,0.725,1.0,0.8472222222222222,0.7945205479452054
1.0,0.9298245614035088,0.9722222222222222,1.0,0.9724770642201835,0.9459459459459459,1.0,0.9506726457399103,0.9589041095890412
1.0,0.8181818181818182,0.9344262295081968,1.0,0.7941176470588235,0.9193548387096774,1.0,0.8059701492537314,0.9268292682926829
1.0,0.837696335078534,0.87,1.0,0.837696335078534,0.9157894736842105,1.0,0.837696335078534,0.8923076923076922
1.0,0.8,1.0,1.0,0.8727272727272727,0.9444444444444444,1.0,0.8347826086956521,0.9714285714285714
