Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
1.0,0.6,0.896551724137931,1.0,0.41379310344827586,0.8666666666666667,1.0,0.4897959183673469,0.8813559322033899
1.0,0.8823529411764706,1.0,1.0,0.8823529411764706,1.0,1.0,0.8823529411764706,1.0
0.9375,0.6111111111111112,0.8823529411764706,1.0,0.7333333333333333,0.9375,0.967741935483871,0.6666666666666666,0.9090909090909091
1.0,0.6666666666666666,0.9375,1.0,0.47619047619047616,0.8333333333333334,1.0,0.5555555555555556,0.8823529411764706
0.95,0.9,0.8636363636363636,0.95,0.8181818181818182,0.8636363636363636,0.9500000000000001,0.8571428571428572,0.8636363636363636
0.9666666666666667,0.9090909090909091,0.9666666666666667,1.0,0.8108108108108109,1.0,0.983050847457627,0.8571428571428571,0.983050847457627
1.0,0.7222222222222222,0.9523809523809523,1.0,0.5416666666666666,0.9090909090909091,1.0,0.619047619047619,0.9302325581395349
1.0,0.6111111111111112,1.0,1.0,0.6470588235294118,0.9411764705882353,1.0,0.6285714285714287,0.9696969696969697
1.0,0.7692307692307693,0.7857142857142857,1.0,0.625,0.6470588235294118,1.0,0.6896551724137931,0.7096774193548386
0.9523809523809523,0.65,0.95,1.0,0.6190476190476191,0.95,0.975609756097561,0.6341463414634146,0.9500000000000001
1.0,0.9230769230769231,1.0,1.0,0.5714285714285714,0.9,1.0,0.7058823529411765,0.9473684210526316
1.0,0.7647058823529411,0.9411764705882353,1.0,0.7878787878787878,0.9411764705882353,1.0,0.7761194029850745,0.9411764705882353
1.0,0.8918918918918919,0.9523809523809523,1.0,0.7857142857142857,0.975609756097561,1.0,0.8354430379746834,0.963855421686747
1.0,0.8888888888888888,1.0,1.0,0.6956521739130435,0.9130434782608695,1.0,0.7804878048780488,0.9545454545454545
1.0,0.5416666666666666,0.9230769230769231,1.0,0.5,0.96,1.0,0.52,0.9411764705882353
1.0,0.6086956521739131,1.0,1.0,0.7,0.9130434782608695,1.0,0.6511627906976744,0.9545454545454545
1.0,0.8823529411764706,1.0,1.0,0.8823529411764706,1.0,1.0,0.8823529411764706,1.0
1.0,0.8461538461538461,1.0,1.0,0.5945945945945946,0.967741935483871,1.0,0.6984126984126985,0.9836065573770492
1.0,0.7575757575757576,1.0,1.0,0.7142857142857143,1.0,1.0,0.7352941176470589,1.0
1.0,0.7105263157894737,0.8780487804878049,1.0,0.6428571428571429,0.9,1.0,0.6749999999999999,0.888888888888889
1.0,0.7222222222222222,1.0,1.0,0.6190476190476191,0.84,1.0,0.6666666666666666,0.9130434782608696
