Persona Precision,Entity Precision,Action Precision,Persona Recall,Entity Recall,Action Recall,Persona F-Measure,Entity F-Measure,Action F-Measure
1.0,0.21153846153846154,0.4444444444444444,1.0,0.5789473684210527,0.8421052631578947,1.0,0.30985915492957744,0.5818181818181818
1.0,0.21951219512195122,0.4,1.0,0.8181818181818182,0.9090909090909091,1.0,0.34615384615384615,0.5555555555555556
1.0,0.35714285714285715,0.4782608695652174,1.0,1.0,1.0,1.0,0.5263157894736842,0.6470588235294118
1.0,0.34146341463414637,0.2916666666666667,1.0,0.9333333333333333,0.5833333333333334,1.0,0.5,0.38888888888888895
1.0,0.24489795918367346,0.41935483870967744,1.0,0.8571428571428571,0.9285714285714286,1.0,0.38095238095238093,0.5777777777777778
1.0,0.29411764705882354,0.5,1.0,0.6521739130434783,0.9473684210526315,1.0,0.4054054054054054,0.6545454545454545
1.0,0.34210526315789475,0.40625,1.0,0.8666666666666667,0.9285714285714286,1.0,0.4905660377358491,0.5652173913043478
1.0,0.25,0.5,1.0,0.7272727272727273,0.8181818181818182,1.0,0.37209302325581395,0.6206896551724137
1.0,0.25925925925925924,0.47368421052631576,1.0,0.7,0.8181818181818182,1.0,0.37837837837837834,0.6
1.0,0.21621621621621623,0.4482758620689655,1.0,0.6153846153846154,1.0,1.0,0.32,0.6190476190476191
1.0,0.1590909090909091,0.34375,1.0,0.5384615384615384,0.8461538461538461,1.0,0.2456140350877193,0.4888888888888889
1.0,0.2318840579710145,0.28,1.0,0.8,0.6666666666666666,1.0,0.3595505617977528,0.3943661971830986
1.0,0.352112676056338,0.5,1.0,0.9259259259259259,0.8148148148148148,1.0,0.510204081632653,0.6197183098591549
0.8461538461538461,0.2558139534883721,0.4411764705882353,0.8461538461538461,0.7333333333333333,1.0,0.8461538461538461,0.3793103448275862,0.6122448979591837
1.0,0.17647058823529413,0.375,1.0,0.5294117647058824,0.9375,1.0,0.2647058823529412,0.5357142857142857
1.0,0.4090909090909091,0.8421052631578947,1.0,0.75,0.9411764705882353,1.0,0.5294117647058824,0.8888888888888888
1.0,0.2564102564102564,0.5454545454545454,1.0,1.0,1.0,1.0,0.4081632653061224,0.7058823529411764
1.0,0.2571428571428571,0.84,1.0,0.72,1.0,1.0,0.3789473684210526,0.9130434782608696
1.0,0.3220338983050847,0.4634146341463415,1.0,0.8260869565217391,0.95,1.0,0.4634146341463415,0.6229508196721312
0.9565217391304348,0.18604651162790697,0.35,1.0,0.6666666666666666,0.875,0.9777777777777777,0.2909090909090909,0.4999999999999999
1.0,0.2413793103448276,0.7142857142857143,1.0,0.5384615384615384,1.0,1.0,0.3333333333333333,0.8333333333333333
